"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
консультант sap bpc к3/к4,"аккредитованная ит компания ооо «сап код» в поисках консультанта sap bpc обязанности: ​​​​​​​- работа на коммерческом проекте, поддержка 2-3я линия- реализация bw, bpc доработок- устранение инцидентов в рамках сопровождения и тиражирования системы- обучение пользователей- проектирование структуры хранилища данных требования: ​​​​​​​- опыт работы и уверенные знания функциональности и типовых настроек sap bpс/bw- знания принципов проектирования системы бюджетирования на базе систем sap- знание языка fох (обязательное требование)- опыт интеграции со смежными системами- опыт работы с веб-сервисами- знание языка программирования visual basic for application (vba)- опыт с системами bi не менее 3 лет- наличие сертификата sap- опыт с sap bpc embedded будет дополнительным плюсом- опыт разработки сложной отчетности форм ввода sap analysis будет дополнительным плюсом условия: ​​​​​​​​​​​​​​- договор: ипгпхсамозанятыйштат;- локация: удаленно/в офисе заказчика. период привлечения: год+",300000,2024-01-17,москва,САП КОД,разработка bi;финансовый анализ;sap;sap;финансовый анализ;sap;sap,"3-6",удаленная работа,99
специалист по работе с данными,"наша компания находится в поиске младшего инженера данных.преимуществом является, если вы в том числе учитесь на последних курсов или выпускник по технической специальности. обязанности:  организация транспортировки, обработки и хранения данных (выстраивание data-pipelines); оптимизация etl-процессов; участие в разработке витрин данных сбор и обработка больших объемов данных, загрузка их в модель для анализа организация их хранения и дальнейшее использование в бизнесе  требования:  базовые знания sql (написание запросов, знание оконных функций); опыт работы с python (библиотеки pandas, sqlalchemy); аналитический склад ума; коммуникабельность, стрессоустойчивость, быстрая обучаемость; исполнительность и честность.  условия:  полное соблюдение тк рф; возможность удаленной работы(гибридный график); гибкий график; возможность корпоративного обучения; возможность профессионального и карьерного роста; молодой дружный коллектив; развитая корпоративная культура. работа в аккредитованной ит-компании. ",60000,2024-02-20,москва,Дельта Джи,etl;apache nifi;postgresql;python;sql;аналитическое мышление;аналитическое мышление;ответственность;управление базами данных;информационная грамотность,"1-3",полный день,104
специалист по аналитическим системам/разработчик bi,"обязанности:  визуализация данных, разработка отчётов, дэшбордов, графиков в системе бизнес-аналитики oracle bi. доработка модели данных; загрузка данных из различных источников и их дальнейшая трансформация (etl-процессы); полный цикл взаимодействия с заказчиками отчётности. от сбора требований и помощи в составлении технического задания, до завершения работ и получения обратной связи; написание подробной документации по созданной отчётности;поддержка и доработка корпоративного хранилища данных, контроль качества данных в хранилище; анализ производительности и оптимизация запросов к базам данных; участие в проектировании нового корпоративного хранилища данных.  требования:  высшее образование в области it; опыт в предполагаемой должности от 2 х лет; знание субд microsoft sql server 2012 – 2019; опыт построения и оптимизации запросов sql / t-sql. опыт создания хранимых процедур, функций, триггеров и построения индексов; понимание основ построения хранилищ данных; опыт работы с системами бизнес-аналитики (oracle business intelligence, ms power bi или аналогичными); опыт использования etl-инструментов (pentaho data integration, sql server integration services); способность к обработке и систематизации больших объемов информации.  дополнительные требования (будет плюсом):  участие в разработке корпоративных хранилищ данных; опыт работа с olap-кубами.  условия:  месторасположение офиса: м. полежаевская / мцк ст. хорошево (5-10 минут пешком); график работы 5/2, возможен гибридный график работы, удалённый; соблюдение тк рф; официальная заработная плата; скидки 35 % на услуги компании для работников и членов семьи; возможность профессионального роста и развития. ",200000,2024-02-22,москва,"Ситилаб, Научно-методический центр клинической лабораторной диагностики",etl;microsoft sql server;oracle database;microsoft power bi;sql;аналитическое мышление;управление базами данных,"3-6",полный день,100
аналитик промо (data analyst),"обязанности:  ведение, разработка и оптимизация power bi отчетности в области промо-маркетинга выполнение adhoc запросов решение аналитических задач автоматизация рутинных процессов оптимизация и построение etl процессов  требования:  высшее образование (техническое; экономическое; математическое) продвинутый пользователь sql (аналитические функции, хранимые процедуры) знание excel на уровне эксперта опыт работы с power bi (как преимущество) или другим bi знание английского языка на уровне чтения технической литературы опыт работы с python  навыки: sql, power bi, etl, python, analytical skills условия:   работа в крупной стабильной и развивающейся компании   комфортабельный офис класс &quot;а&quot; в бц «меркурий сити тауэр», москва сити  официальное трудоустройство и «белая» зарплата график работы: 5/2, с 09:00 - 18:00 , сб., вс. выходной. возможен формат работы - удаленно/гибрид  полный социальный пакет (оплачиваемые отпуска и больничные) предоставим все необходимые инструменты для работы подарки на нг всем детям сотрудников компании ",218400,2024-02-28,москва,"Бристоль, сеть магазинов",анализ данных;microsoft power bi;python;sql,"1-3",полный день,106
аналитик данных,"в связи с расширением деятельности компании приглашаем коллегу-единомышленника на должность &quot;аналитика&quot; в отдела анализа и развития продаж. в кург ваших задач будет входить:  создание, разработка, обновление, исправление, развитие отчётов, дашбордов, а также поддержка, обучение пользователей excel, power bi desktop; создание, настройка отчётов, настройка форм объектов, выгрузка, обработка, анализ данных, а также поддержка, обучение, обработка и выполнение запросов пользователей 1с торговля; взаимодействие с отделом ит, компаниями-подрядчиками из области веб-разработки и технической поддержки сайтов; составление технических заданий, унифицированных форм документации, инструкций, презентаций.  наши ожидания:  специалист по excel: знать и уметь использовать функции, строить сводные таблицы, уметь работать с: power query (понимать язык m), power pivot, power point. специалист по power bi: знать язык dax, уметь моделировать данные, строить дашборды. опытный пользователь 1с: понимать зависимости объектов, уметь создавать и перенастраивать отчёты, создавать нестандартные вычисления (пользовательские выражения, формулы), настраивать формы объектов, составлять технические задания программистам, обеспечивать поддержку пользователей (консультировать, инструктировать). знания и опыт работы с аналогичными инструментами в области обработки и представления данных приветствуется. аналитическое, логичное мышление, стрессоустойчивость, самоорганизация, ответственность, внимательность к деталям, аккуратность,  мы предлагаем:  удаленный формат работы. редкие посещения офиса: зао, рябиновая ул., 55 работу в команде профессионалов, всестороннюю поддержку коллег отдела и смежных подразделений официальное оформление по тк с первого рабочего дня. &quot;белая&quot; заработная плата 2 раза в месяц дополнительные льготы и выплаты дмс или компенсация абонемента в фитнес-клуб от года работы в компании ",120000,2024-02-28,москва,Акира Оил,"1с: управление торговлей;microsoft power bi;power query","1-3",удаленная работа,111
аналитик данных (data science),"ищем специалиста в отдел аналитики, который занимается сопровождением проектов в градостроительной деятельности, созданием и поддержкой аналитических отчетов в apache superset чем предстоит заниматься:  автоматизацией отчетности (от сбора данных до отправки результатов); аналитикой (python, sql); созданием и поддержкой аналитических отчетов в apache superset; работой с хранилищами данных (postgresql); работой с данными форматов excel, csv и базами данных; написанием sql-запросов для анализа данных  какие навыки потребуются:  умение быстро анализировать большие объёмы данных; знание excel на продвинутом уровне; python, sql/postgressql  условия:  работа в аккредитованной it-компании; современный офис в центре москвы; квартальная премия по результатам реализации проектов; профессиональный и дружный коллектив; активная корпоративная жизнь; ",100000,2024-02-19,москва,ГБУ Мосстройинформ,анализ данных;microsoft sql server;python;sql;управление базами данных,"0",полный день,118
аналитик данных,"компания более 30 лет на рынке. один из ведущих организаторов бизнес-конференций, выставок, форумов и саммитов в таких сферах, как фармацевтика, энергетика, автомобильная промышленность, сельскохозяйственная деятельность, розничная торговля и финансы. главная цель - актуализация существующих данных, поддержка качества данных, пополнение базы данных.   обязанности: - массовое пополнение базы данных компаниями и контактами из внешних источников (поиск источников, выгрузка из источников, загрузка в нашу систему). - написание парсеров, написание/тестирование методов/алгоритмов обработки данных. - организация и контроль работы ресечеров-фрилансеров над пополнением данных. - базовый контроль качества данных (ручной поиск очевидных дублей, верификация, документация правил дедубликации). - базовое проставление основных атрибутов (отрасли, должности, сайты, география и т.п.)   требования: - excel продвинутый обязательно (сводные таблицы, впр, удаление лишних пробелов, замена значений, работа с формулами, удаление дублей). - навыки sql, python – обязательно. - английский – в2. - самостоятельность, трудолюбие, ответственность, структурное мышление   условия: - работа в инновационной компании с 30-летним опытом организации b2b-мероприятий. оформление по тк рф с первого рабочего дня. - график работы: 5/2 с 9.00 до 18.00 (удаленный/гибридный формат работы). - полностью белая заработная плата: оклад 80-95.000 на руки + kpi. - возможность расширения кругозора, доступ к новым контактам на различных рынках и в госсекторе. - возможность обучения внутри компании и карьерный рост.",95000,2024-01-29,москва,ID:HR,python;sql;анализ данных;знание английского языка;управление базами данных;информационная грамотность;информационная грамотность;статистическая обработка данных,"1-3",полный день,123
"senior power bi developer (iaea), remote","senior power bi developer the international atomic energy agency (iaea) the iaea is the world’s centre for cooperation for safe, secure and peaceful uses of nuclear technologies. it was established in 1957 and is an autonomous international organization within the united nations system. approximately 2300 scientists, technical and administration personnel from over 100 countries work at the secretariat, implementing the iaea’s programmes. the iaea has six departments covering the fields of nuclear safety and security, nuclear sciences and applications, nuclear energy, technical cooperation, management and safeguards. the iaea also has additional locations in seibersdorf (austria), monaco, trieste, new york, tokyo, and toronto.   the consultant shall have the following mandatory experience and skills:   • a minimum of five (5) years of experience in design, development, and deployment of power bi reports • a minimum of three (3) years of experience in querying rdbms databases including creation of views and functions • experience connecting power bi reports to various data sources such as on-premise sql server, azure cloud database, google analytics, ms excel files, sharepoint lists, apis • experience of deploying reports for integration on public websites, intranet sites • must have in-depth understanding of data modelling and database design • should be able to analyse existing tableau reports with existing data sources and recommend improvements while transitioning to power bi • must be able to write and optimize queries to improve performance efficiency • must have experience preparing data using dax in power bi and other means for use in visualizations especially maps • must have: ability to work independently, strong troubleshooting and problem solving skills • must have: ability to liaise with infrastructure teams for deploying reports and troubleshooting • experience in working in a small size software development team (2 to 4 persons) • experience of working with agile teams is an asset • english is b1+ • the consultant(s) shall have a university degree in software engineering or related subject (e.g., computer science, information science, etc.). please include samples (link or screenshots) of sample power bi reports",5000,2024-01-04,москва,КА Натальи Зотовой,знание английского языка;microsoft power bi;управление базами данных,"3-6",удаленная работа,129
аналитик баз данных,"обязанности:   работа с ms sql, написание sql запросов, построение отчётов; · администрирование, поддержка и сопровождение мис медиалог: - написание и редактирование sql скриптов - настройка системы, доработка форм и макетов, разработка отчетов, настройка ролей и прав - консультирование и техническое сопровождение пользователей - написание инструкций и обучение пользователей · тестирование мис с целью выявления ошибок. · взаимодействие с компанией-разработчиком мис медиалог для решения сложных вопросов, связанных с работой системы, в т.ч. подготовка тз согласно требованиям пользователей. · участие в проектах по развитию системы и интеграции мис со сторонними ис и медицинским оборудованием;     требования:   высшее техническое/математическое образование · работа с базами данных, написание sql запросов средней сложности, понимание хранимых процедур и функций (transact-sql) · понимание (чтение) типов структур данных xml, json · опыт работы с медицинскими информационными системами (не менее 1 года) · обучаемость (способность и желание постоянно изучать что-то новое) · хорошие коммуникативные способности (желание общаться с людьми, умение располагать к себе) · желательно: · понимание принципов интеграции информационных систем (транспортный и логический уровни обмена данными с егисз и платформой вимис); · наличие любого опыта в сфере разработки по; · хорошее знание архитектуры, функциональности и методов настройки и конфигурирования медицинской системы &quot;медиалог&quot;     условия:   полная занятость, график работы 5/2, с 9:00 - 17:42, в пятницу сокращенный рабочий день. · полное соблюдение тк рф, официальная заработная плата, оплачиваемый отпуск, больничный, медицинские осмотр.    ",100000,2024-02-14,москва,"Научный центр акушерства, гинекологии и перинатологии имени академика В.И.Кулакова","","0",полный день,130
младший аналитик данных,"обязанности:  участие в сборе и обработке данных маркетплейсов wildberries и ozon; анализ полученных данных и создание аналитических отчетов; сбор, сведение данных продаж селлеров, включая финансовую отчетность; анализ карточек товара, позиций в выдаче, ценообразования, объемов продаж различных товаров; участие в проектах с заказчиками, сбор требований.  требования:  опыт подготовки и презентации аналитических материалов; опыт работы с массивами данных, подготовки отчетности и анализа данных; продвинутый уровень владения excel; знание ms sql, python - преимущество; личные качества: системность, аналитический склад ума, работа на результат, инициативность, ответственность. готовность постоянно учиться;  высшее/незаконченное (обучение) экономическое, математическое, преимущество: статистика.   условия:  работу в стабильной компании, занимающей лидирующие позиции на it- рынке (аккредитованная it - компания); работу с интересными, сложными задачами в сфера автоматизации бизнеса заказчиков, возможность карьерного роста; систему обучения и сертификации за счет компании; оформление в соответствии с тк рф; удаленную работу и гибкое начало рабочего дня; фиксированный оклад и прозрачный kpi; льготную систему дмс; клубы изучения языков, скидки в барбершопы, салоны красоты, кафе, фитнес клубы, недвижимость и многие другие. ",50000,2024-03-07,москва,Первый Бит,"","1-3",удаленная работа,149
data analyst (crm),"наш клиент - финансовый и страховой маркетплейс. в связи с активным ростом, в команду ищем data analyst в команду crm обязанности:   поддержка и развитие аналитики и отчетности для сrm-процессов;   формирование клиентских гипотез, сегментов;   построене новых процессов, направленные на повышение качества клиентских метрик;   взаимодействие с продуктовыми аналитиками и финансовыми менеджерами.   требования:  опыт на аналогичной роли более 3 лет; отличное знание sql; знание python-библиотек для анализа данных; опыт с срм (ltv, retention, x-sell), клиентскими метриками и путями;  стек: sql, python, apache superset условия:  официальное трудоустройство по тк рф; офис/ гибрид/ удаленный формат; дмс со стоматологией, страхование жизни;  конкурентная заработная плата, обсуждается после успешного прохождения собеседований  ",250000,2024-01-30,москва,Assistance Group,apache superset;microsoft power bi;python;sql;управление базами данных,"3-6",полный день,170
бизнес-аналитик / аналитик данных,"second sight - амбициозная ит-компания, объединившая в себе компетенции нескольких команд с более чем 10-летним опытом работы в сфере машинного обучения, больших данных, анализа социальных сетей и разработки программного обеспечения. мы ищем бизнес-аналитика / аналитика данных, который будет работать над развитием наших программных продуктов. какие задачи стоят перед сотрудником:   освоить текущие методологии подготовки и аналитики данных, лежащих в основе нашего продукта, обеспечивать выполнение аналитических работ в рамках внедренных процессов по обновлению данных;     выявлять возникающие коллизии или “узкие места” текущих методологий, предлагать варианты по их устранению;   активно участвовать в разработке новых идей по улучшению продукта, искать новые пути, новые данные, формулировать и проверять гипотезы;   принимать непосредственное участие в развитии продукта - адаптировать продукт под потребности клиентов, находить новые возможности его применения, предлагать и прорабатывать идеи по встраиванию продукта в бизнес-процессы клиентов;   собирать и анализировать результаты использования продукта клиентами;   проводить пилотные проекты с клиентами, рассчитывать и анализировать эффект, готовить отчеты о результатах пилотных проектов;   наполнять базу знаний по продукту.   какие компетенции мы ожидаем увидеть в соискателе:   отличные знания и технические навыки работы с big data - знание python и библиотек работы с данными, умение объединять, преобразовывать, дедуплицировать, фильтровать большие массивы данных;   знание sql и умение извлекать данные из реляционных бд;   логическое мышление - умение выстраивать последовательную работу по проверке гипотез, делать обоснованные выводы из имеющихся результатов аналитики;   математический бэкграунд - умение правильно считать статистику, метрики, показатели, прогнозы, в том числе умение писать формулы в excel.   грамотная письменная и устная речь;   проактивность и инициативность - действовать, а не ждать, если есть мысли или идеи по улучшению процессов и продукта.   требования:   опыт работы бизнес-аналитиком от 2 лет в коммерческой разработке;   опыт работы с большими данными.   со своей стороны мы предлагаем все необходимые условия для эффективной и комфортной работы:   конкурентоспособную полностью официальную заработную плату,   заботу о сотрудниках и их семьях (дмс для сотрудников, компенсацию социально значимых расходов, материальную помощь в трудных жизненных ситуациях, услуги корпоративного психолога, бесплатная йога рядом с офисом);   профессиональное обучение за счет компании;   современную и мощную технику для работы;   гибридный формат работы: офис в 5 минутах от ст.м.парк победы, возможность удаленной работы из дома;   гибкий график работы, ненормированный рабочий день: +3 дня к ежегодному оплачиваемому отпуску;   являемся аккредитованной ит-компанией, поэтому сотрудникам доступны все положенные льготы (ит-ипотека, отсрочка);   отсутствие бюрократии, поддержание инициатив, доброжелательная атмосфера.   ждем вашего отклика! если ваш опыт, указанный в резюме, мало релевантен профилю вакансии, пожалуйста, напишите в сопроводительном письме, почему нам необходимо вас рассмотреть на данную позицию.",280000,2024-01-22,москва,Секонд Сайт,"","0",полный день,165
sql аналитик/разработчик,"мы команда управленческой отчетности компании вкусвилл. то есть анализируем компанию в целом и строим верхнеуровневые отчеты «обо всем». нам в команду требуются аналитики с глубоким знанием sql. тебе предстоит:   выгружать и оформлять данные в отчеты   работать с исходными данными   заниматься автоматизацией выгрузок   анализировать чужие запросы   оптимизировать запросы   работать над выверкой данных   взаимодействовать с заказчиками   требования:   продвинутый sql (функции, процедуры, большие запросы), желательно mssql   продвинутый excel   опыт работы от 1 года в аналитике   будет плюсом:   опыт работы с airflow (написание дагов)   опыт работы с git   опыт с bi инструментами   знание рсбу / мсфо отчетности   опыт работы с 1с   условия:   работа в постоянно растущей и развивающейся компании;   интересные и масштабные задачи и возможности для их эффективной реализации;   самостоятельность в принятии решений;   удаленный формат работы;   гибкий график;   программа «здоровый сотрудник»: частичная компенсация медицинских услуг, дмс и абонемента в фитнес-клуб;   кешбэк 15% бонусами на покупки во вкусвилл;   возможности обучения по самым разным направлениям (тренинги, книжные клубы, открытые семинары), корпоративные психологи;   привилегии от партнеров;   уровень заработной платы обсуждается индивидуально на интервью.  ",150000,2024-02-12,москва,ВкусВилл,"1с: предприятие;microsoft excel;git;microsoft sql server;python;sql;ведение финансовой отчетности;знание локальных нормативных актов в сфере бухгалтерского учета","1-3",полный день,188
nlp data scientist,"фгану цитис — аккредитованная it-компания, которая занимается научными исследованиями и разработками в области технических наук. на данный момент ищем кандидата на вакансию nlp data scientist для усиления команды. ✅стек : python, docker, sql, nlp ✅офис. обязанности:  построение, обучение и валидация моделей машинного обучения (в большинстве - nlp моделей); работа с большим объемом текстовых данных сопровождение разработанных проектов.  требования:  уверенное знание python и базовых библиотек. знание математического анализа, линейной алгебры, теории вероятности и математической статистики; знание принципов и методов построения nlp моделей уверенное знание библиотек для анализа данных и алгоритмов машинного обучения (pandas, numpy, matplotlib, sklearn) знание и использование фреймворков глубокого обучения (pytorch/tensorflow); знание и опыт работы с операционной системой и командной строкой unix/linux на уровне пользователя; базовые знания по работе с системой контроля версий git; знания и опыт работы с docker; знание sql на базовом уровне. ",120000,2024-02-05,москва,ФГАНУ Центр информационных технологий и систем органов исполнительной власти,"","1-3",полный день,302
аналитик данных,"обязанности:  аналитика по задачам bi от внутренних заказчиков; разработка хранилища данных на всех уровнях, включая табулярныемодели / формулирование тз для разработчиков crm; реализация и поддержка отчетов, кубов olap, дашбордов power bi.  требования:  знание и практический опыт работы с технологиями ms sql, powerbi, сервисами ssas, ssis; владение одной или несколькими low-cod платформами дляпостроения баз данных аналитические навыки, понимание основ статистики; хорошее знание языка разработки python, ruby или r ; практический опыт реализации систем отчетности на базе сводныхтаблиц, кубов olap, дашбордов и отчетов power bi; опыт использования систем управления задачами разработки (jira,conf).  будет преимуществом:  знакомство с биомедицинской тематикой, профильное образование предпочтение выпускникам сильных технических вузов: мфти, вмк, фбб, мгту им. баумана  условия:  оформление строго в соответствии с тк рф; график работы - офис 5/2, 9.00-18.00; комфортабельный офис в шаговой доступности от м. павелецкая; после прохождения испытательного срока - дмс (альфа-страхование); скидки на продукцию компании и компаний партнеров; работа в современной фармацевтической компании, хороший коллектив и комфортная рабочая среда. ",200000,2024-01-15,москва,PeptidPro,"","1-3",полный день,203
аналитик bi,"чем предстоит заниматься:  сбор требований у бизнес-заказчиков и аналитиков создание крутых визуализаций (c помощью microstrategy) создание sql-запросов по тз поддержка и влияние на производительность дашбордов развитие bi как продукта выгрузки по ad-hoс запросам работа с пользователями в рамках поддержки  пожелания к кандидату:  продвинутый уровень владения bi инструментами (microstrategy(предпочтительно), tableau, power bi, data lens и т.д) знание субд oracle, ms sql, postgres, clickhouse отличный sql(dml, ddl, все типы джойнов, оконные функции, табличные представления, процедуры) опыт работы в confluence/jira/simple one понимание принципов построения bi моделей понимание etl процессов  мы предлагаем:   оформление в аккредитованную it-компанию;   официальное оформление и белая зарплата;   гибридный график и комфортный офис;   расширенный пакет дмс со стоматологией, выездом врачей на дом. к дмс можно подключать детей через 1 год работы;   внутрикорпоративное обучение;   скидки в наших магазинах и льготные условия от партнеров;   бесплатная парковка;   корпоративная столовая;   премии по результатам работы (годовые и ежеквартальные);   возможность влиять на процессы, принимать решения и реализовывать свои идеи;   участие в проектах федерального масштаба;   работайте вместе с друзьями и получайте премию за каждого трудоустроенного друга!  ",160000,2024-01-18,москва,АШАН Ритейл Россия,"","1-3",полный день,191
аналитик данных в отдел планирования и прогнозирования (data analyst / data scientist),"обязанности:  прогнозирование спроса, построение предиктивных, оптимизационных моделей, алгоритмы на python, статистический анализ ведение и оптимизация отчетности, расчет мотиваций выполнение adhoc запросов (анализ эффективности, оценка факторов влияния на спрос и тд) оптимизация и построение etl процессов  требования:  высшее образование (техническое; экономическое; математическое) знание экономико-математических методов прогнозирования и анализа данных опыт работы с python, sql знание excel на уровне эксперта, dax – как плюс гибкость в решении задач и поиск вариантов решений под подставленные задачи фундаментальные знания в области математики, теории вероятности, мат. статистики знание английского языка на уровне чтения технической литературы  навыки: python, sql (oracle), git, ms excel (+dax), etl условия:   работа в крупной стабильной и развивающейся компании   комфортабельный офис класс &quot;а&quot; в бц «меркурий сити тауэр», москва сити  официальное трудоустройство и «белая» зарплата график работы: 5/2, с 09:00 - 18:00 или с 10:00 - 19:00 , сб., вс. выходной. возможен удаленный/ гибридный формат работы  полный социальный пакет (оплачиваемые отпуска и больничные) предоставим все необходимые инструменты для работы подарки на нг всем детям сотрудников компании ",218400,2024-02-28,москва,"Бристоль, сеть магазинов","","3-6",полный день,194
